,species,range,rangeNat,rangeAnt,percNat,percForPlant,percPast,percSugCan,percSoy,lulcYear,range.cat,year,IUCN,rangesize,icmbio.cat
669,Dendropsophus jimi,555012,143605,411407,0.2587,0.0134,0.4412,0.0362,0.0934,2005,Partial,1999,LC,828098,LC
670,Dendropsophus jimi,554987,141123,413864,0.2543,0.0352,0.3384,0.0723,0.1243,2020,Partial,1999,LC,828098,LC
671,Dendropsophus rhea,419,67,352,0.1599,0,0.0406,0.3079,0.0621,2010,Restricted,1999,DD,420,DD
672,Dendropsophus rhea,419,59,360,0.1408,0,0.0811,0.1599,0.1074,2000,Restricted,1999,DD,420,DD
673,Dendropsophus rhea,420,68,352,0.1619,0,0.0571,0.1976,0.1119,2005,Restricted,1999,DD,420,DD
674,Dendropsophus rhea,423,64,359,0.1513,0.0047,0.0284,0.3239,0.156,2020,Restricted,1999,DD,420,DD
675,Dendropsophus rhea,422,63,359,0.1493,0.0024,0.0308,0.3436,0.0924,2015,Restricted,1999,DD,420,DD
676,Dendropsophus rubicundulus,1115658,705618,410040,0.6325,0.0061,0.2416,0.0018,0.036,2000,Partial,1862,LC,1479361,LC
677,Dendropsophus rubicundulus,1115656,680881,434775,0.6103,0.0063,0.242,0.0032,0.0532,2005,Partial,1862,LC,1479361,LC
678,Dendropsophus rubicundulus,1115651,635401,480250,0.5695,0.0123,0.2186,0.0114,0.089,2020,Partial,1862,LC,1479361,LC
679,Dendropsophus rubicundulus,1115660,665172,450488,0.5962,0.0086,0.2369,0.0076,0.0581,2010,Partial,1862,LC,1479361,LC
680,Dendropsophus rubicundulus,1115656,640017,475639,0.5737,0.0114,0.2335,0.0115,0.0754,2015,Partial,1862,LC,1479361,LC
681,Dendropsophus tritaeniatus,1461,673,788,0.4606,7.00E-04,0.4312,0,0.0274,2000,Restricted,1965,LC,1460,LC
682,Dendropsophus tritaeniatus,1461,610,851,0.4175,0.0096,0.3915,0.0253,0.0411,2020,Restricted,1965,LC,1460,LC
683,Dendropsophus tritaeniatus,1461,649,812,0.4442,0.0014,0.4244,0,0.0431,2005,Restricted,1965,LC,1460,LC
684,Dendropsophus tritaeniatus,1461,623,838,0.4264,0.0075,0.4148,0.013,0.0397,2015,Restricted,1965,LC,1460,LC
685,Dendropsophus tritaeniatus,1461,650,811,0.4449,0.0014,0.4038,7.00E-04,0.0404,2010,Restricted,1965,LC,1460,LC
686,Drymoluber brazili,1730320,968392,761928,0.5597,0.0067,0.2864,0.0092,0.0509,2000,Wide,1918,LC,3738607,LC
687,Drymoluber brazili,1730293,869782,860511,0.5027,0.0165,0.2507,0.0239,0.1065,2020,Wide,1918,LC,3738607,LC
688,Drymoluber brazili,1730317,904226,826091,0.5226,0.01,0.2777,0.0192,0.0746,2010,Wide,1918,LC,3738607,LC
689,Drymoluber brazili,1730309,876011,854298,0.5063,0.0146,0.266,0.0252,0.0927,2015,Wide,1918,LC,3738607,LC
690,Drymoluber brazili,1730317,924342,805975,0.5342,0.007,0.2863,0.0116,0.0707,2005,Wide,1918,LC,3738607,LC
691,Elachistocleis bumbameuboi,377,323,54,0.8568,0,0.0769,0,0,2000,Restricted,2010,DD,757,LC
692,Elachistocleis bumbameuboi,377,251,126,0.6658,0.0027,0.2997,0,0,2020,Restricted,2010,DD,757,LC
693,Elachistocleis bumbameuboi,375,238,137,0.6347,0,0.3387,0,0,2015,Restricted,2010,DD,757,LC
694,Elachistocleis bumbameuboi,376,265,111,0.7048,0,0.266,0,0,2010,Restricted,2010,DD,757,LC
695,Elachistocleis bumbameuboi,378,289,89,0.7646,0,0.1931,0,0,2005,Restricted,2010,DD,757,LC
696,Elachistocleis matogrosso,55528,25882,29646,0.4661,0.0023,0.3893,6.00E-04,0.0475,2020,Partial,2010,LC,158207,LC
697,Elachistocleis matogrosso,55529,26675,28854,0.4804,0.0012,0.4173,8.00E-04,0.0136,2010,Partial,2010,LC,158207,LC
698,Elachistocleis matogrosso,55527,26249,29278,0.4727,0.0022,0.4054,9.00E-04,0.027,2015,Partial,2010,LC,158207,LC
699,Elachistocleis matogrosso,55528,27174,28354,0.4894,2.00E-04,0.4195,1.00E-04,0.012,2005,Partial,2010,LC,158207,LC
700,Elachistocleis matogrosso,55527,28656,26871,0.5161,1.00E-04,0.39,0,0.0099,2000,Partial,2010,LC,158207,LC
701,Embernagra longicauda,55348,34351,20997,0.6206,0.0726,0.2026,0,0.0012,2020,Partial,1844,LC,218284,LC
702,Embernagra longicauda,55350,35088,20262,0.6339,0.0594,0.2218,0,4.00E-04,2010,Partial,1844,LC,218284,LC
703,Embernagra longicauda,55348,34181,21167,0.6176,0.0662,0.2316,0,0.0014,2015,Partial,1844,LC,218284,LC
704,Embernagra longicauda,55348,35936,19412,0.6493,0.0468,0.2226,0,4.00E-04,2005,Partial,1844,LC,218284,LC
705,Embernagra longicauda,55349,35864,19485,0.648,0.0451,0.2221,0,3.00E-04,2000,Partial,1844,LC,218284,LC
706,Enyalius capetinga*,2541,1467,1074,0.5773,4.00E-04,0.1452,0,0.0067,2020,Restricted,2018,-,2536,-
707,Enyalius capetinga*,2541,1481,1060,0.5828,0,0.1566,0,0.0035,2010,Restricted,2018,-,2536,-
708,Enyalius capetinga*,2543,1473,1070,0.5792,4.00E-04,0.1604,0,0.0047,2015,Restricted,2018,-,2536,-
709,Enyalius capetinga*,2541,1490,1051,0.5864,0,0.1551,0,0.0047,2005,Restricted,2018,-,2536,-
710,Enyalius capetinga*,2541,1513,1028,0.5954,0,0.1523,0,0.0043,2000,Restricted,2018,-,2536,-
711,Epicrates crassus,1700266,830493,869773,0.4884,0.0178,0.2619,0.0244,0.1063,2020,Wide,1862,LC,4378535,LC
712,Epicrates crassus,1700292,861505,838787,0.5067,0.0109,0.2903,0.0196,0.0756,2010,Wide,1862,LC,4378535,LC
713,Epicrates crassus,1700286,836541,863745,0.492,0.0158,0.2775,0.0258,0.093,2015,Wide,1862,LC,4378535,LC
714,Epicrates crassus,1700292,879918,820374,0.5175,0.0078,0.2995,0.0119,0.0721,2005,Wide,1862,LC,4378535,LC
715,Epicrates crassus,1700294,923239,777055,0.543,0.0075,0.299,0.0094,0.0526,2000,Wide,1862,LC,4378535,LC
716,Epictia clinorostris*,28642,14959,13683,0.5223,0.0032,0.3765,0,0.0419,2020,Restricted,2010,VU,28685,LC
717,Epictia clinorostris*,28644,15315,13329,0.5347,0.001,0.3814,0,0.0277,2010,Restricted,2010,VU,28685,LC
718,Epictia clinorostris*,28642,15069,13573,0.5261,0.0025,0.3834,0,0.0389,2015,Restricted,2010,VU,28685,LC
719,Epictia clinorostris*,28644,15620,13024,0.5453,4.00E-04,0.3728,0,0.0266,2005,Restricted,2010,VU,28685,LC
720,Epictia clinorostris*,28644,16650,11994,0.5813,3.00E-04,0.3511,0,0.0128,2000,Restricted,2010,VU,28685,LC
721,Erythrolamprus maryellenae,892574,436682,455892,0.4892,0.0159,0.2757,0.0083,0.1027,2020,Partial,1985,LC,1096089,LC
722,Erythrolamprus maryellenae,892574,453275,439299,0.5078,0.0115,0.302,0.0036,0.0734,2010,Partial,1985,LC,1096089,LC
723,Erythrolamprus maryellenae,892576,437419,455157,0.4901,0.015,0.2958,0.0078,0.0902,2015,Partial,1985,LC,1096089,LC
724,Erythrolamprus maryellenae,892576,464135,428441,0.52,0.0086,0.3073,8.00E-04,0.0697,2005,Partial,1985,LC,1096089,LC
725,Erythrolamprus maryellenae,892575,483771,408804,0.542,0.0083,0.3078,1.00E-04,0.0501,2000,Partial,1985,LC,1096089,LC
726,Eurolophosaurus nanuzae,9931,6701,3230,0.6748,0.1003,0.1759,0,2.00E-04,2015,Restricted,1981,LC,21992,LC
727,Eurolophosaurus nanuzae,9932,6959,2973,0.7007,0.0885,0.1593,0,0,2010,Restricted,1981,LC,21992,LC
728,Eurolophosaurus nanuzae,9932,7292,2640,0.7342,0.0623,0.1487,0,1.00E-04,2005,Restricted,1981,LC,21992,LC
729,Eurolophosaurus nanuzae,9932,6674,3258,0.672,0.113,0.1512,0,2.00E-04,2020,Restricted,1981,LC,21992,LC
730,Eurolophosaurus nanuzae,9932,7154,2778,0.7203,0.0549,0.1812,0,0,2000,Restricted,1981,LC,21992,LC
731,Euryoryzomys lamia,45631,21548,24083,0.4722,0.0027,0.3137,0.001,0.0588,2010,Restricted,1901,VU,45977,EN
732,Euryoryzomys lamia,45636,20936,24700,0.4588,0.0064,0.2984,0.0014,0.0667,2015,Restricted,1901,VU,45977,EN
733,Euryoryzomys lamia,45634,21670,23964,0.4749,0.0011,0.3315,2.00E-04,0.0633,2005,Restricted,1901,VU,45977,EN
734,Euryoryzomys lamia,45632,22486,23146,0.4928,0.0016,0.342,0,0.036,2000,Restricted,1901,VU,45977,EN
735,Euryoryzomys lamia,45632,20836,24796,0.4566,0.0065,0.2711,0.0015,0.1176,2020,Restricted,1901,VU,45977,EN
736,Euscarthmus rufomarginatus,1601278,894343,706935,0.5585,0.0055,0.2738,0.0063,0.0766,2010,Wide,1868,NT,3904841,LC
737,Euscarthmus rufomarginatus,1601277,915465,685812,0.5717,0.0036,0.2772,0.002,0.0723,2005,Wide,1868,NT,3904841,LC
738,Euscarthmus rufomarginatus,1601267,858020,743247,0.5358,0.0111,0.2531,0.0107,0.108,2020,Wide,1868,NT,3904841,LC
739,Euscarthmus rufomarginatus,1601279,962972,638307,0.6014,0.0035,0.2708,9.00E-04,0.0519,2000,Wide,1868,NT,3904841,LC
740,Euscarthmus rufomarginatus,1601274,865075,736199,0.5402,0.0096,0.2665,0.0108,0.0955,2015,Wide,1868,NT,3904841,LC
741,Galea flavidens,1095629,655186,440443,0.598,0.0054,0.242,0.0018,0.0726,2010,Partial,1835,LC,1324021,-
742,Galea flavidens,1095626,672570,423056,0.6139,0.0038,0.2416,5.00E-04,0.0653,2005,Partial,1835,LC,1324021,-
743,Galea flavidens,1095629,625150,470479,0.5706,0.0085,0.228,0.0041,0.106,2020,Partial,1835,LC,1324021,-
744,Galea flavidens,1095627,704416,391211,0.6429,0.0036,0.2334,1.00E-04,0.045,2000,Partial,1835,LC,1324021,-
745,Galea flavidens,1095628,630547,465081,0.5755,0.0078,0.2412,0.0037,0.094,2015,Partial,1835,LC,1324021,-
746,Geositta poeciloptera,1313547,569692,743855,0.4337,0.0081,0.3545,0.0154,0.0814,2005,Partial,1830,VU,1987612,VU
747,Geositta poeciloptera,1313546,600880,712666,0.4574,0.0078,0.3582,0.0121,0.0608,2000,Partial,1830,VU,1987612,VU
748,Geositta poeciloptera,1313523,545566,767957,0.4153,0.02,0.3037,0.0315,0.1124,2020,Partial,1830,VU,1987612,VU
749,Geositta poeciloptera,1313539,547774,765765,0.417,0.0177,0.3221,0.0333,0.0977,2015,Partial,1830,VU,1987612,VU
750,Geositta poeciloptera,1313546,559833,753713,0.4262,0.0118,0.3408,0.0254,0.0819,2010,Partial,1830,VU,1987612,VU
751,Guyramemua affine,1418713,754012,664701,0.5315,0.0108,0.2464,0.0114,0.1116,2020,Partial,1856,NT,2385983,LC
752,Guyramemua affine,1418723,786141,632582,0.5541,0.0058,0.267,0.0069,0.0816,2010,Partial,1856,NT,2385983,LC
753,Guyramemua affine,1418721,805004,613717,0.5674,0.004,0.2711,0.0024,0.0772,2005,Partial,1856,NT,2385983,LC
754,Guyramemua affine,1418722,846691,572031,0.5968,0.0038,0.2667,0.0013,0.0558,2000,Partial,1856,NT,2385983,LC
755,Guyramemua affine,1418720,760437,658283,0.536,0.0097,0.2595,0.0114,0.1006,2015,Partial,1856,NT,2385983,LC
756,Gyldenstolpia planaltensis,935,479,456,0.5123,0,0.1487,0,0.0663,2005,Restricted,1972,-,1104,EN
757,Gyldenstolpia planaltensis,934,456,478,0.4882,0.0032,0.1478,0,0.0899,2020,Restricted,1972,-,1104,EN
758,Gyldenstolpia planaltensis,935,504,431,0.539,0,0.1444,0,0.0406,2000,Restricted,1972,-,1104,EN
759,Gyldenstolpia planaltensis,934,456,478,0.4882,0.0032,0.1595,0,0.0771,2015,Restricted,1972,-,1104,EN
760,Gyldenstolpia planaltensis,937,473,464,0.5048,0.0011,0.1451,0,0.0683,2010,Restricted,1972,-,1104,EN
761,Gymnodactylus amarali,528342,366236,162106,0.6932,8.00E-04,0.2186,0,0.0297,2000,Partial,1925,LC,609460,LC
762,Gymnodactylus amarali,528344,322631,205713,0.6106,0.0023,0.2302,0.0027,0.0872,2020,Partial,1925,LC,609460,LC
763,Gymnodactylus amarali,528340,349778,178562,0.662,5.00E-04,0.2342,2.00E-04,0.0462,2005,Partial,1925,LC,609460,LC
764,Gymnodactylus amarali,528342,324416,203926,0.614,0.0019,0.2462,0.0025,0.0789,2015,Partial,1925,LC,609460,LC
765,Gymnodactylus amarali,528345,339063,189282,0.6417,8.00E-04,0.2399,0.0011,0.0585,2010,Partial,1925,LC,609460,LC
766,Gymnodactylus guttulatus,362,327,35,0.9033,0.0028,0.0304,0,0,2020,Restricted,1982,LC,362,LC
767,Gymnodactylus guttulatus,363,331,32,0.9118,0,0.0441,0,0,2000,Restricted,1982,LC,362,LC
768,Gymnodactylus guttulatus,361,327,34,0.9058,0,0.0388,0,0,2015,Restricted,1982,LC,362,LC
769,Gymnodactylus guttulatus,362,326,36,0.9006,0,0.0608,0,0,2005,Restricted,1982,LC,362,LC
770,Gymnodactylus guttulatus,362,328,34,0.9061,0,0.0387,0,0,2010,Restricted,1982,LC,362,LC
771,Helicops boitata*,366,302,64,0.8251,0,0.1694,0,0,2020,Restricted,2019,-,365,LC
772,Helicops boitata*,365,316,49,0.8658,0,0.1288,0,0,2015,Restricted,2019,-,365,LC
773,Helicops boitata*,365,316,49,0.8658,0,0.1288,0,0,2005,Restricted,2019,-,365,LC
774,Helicops boitata*,366,315,51,0.8607,0,0.1311,0,0,2010,Restricted,2019,-,365,LC
775,Helicops boitata*,365,326,39,0.8932,0,0.1014,0,0,2000,Restricted,2019,-,365,LC
776,Helicops gomesi*,288435,60073,228362,0.2083,0.0339,0.2847,0.1257,0.1228,2020,Partial,1921,LC,413583,LC
777,Helicops gomesi*,288457,59512,228945,0.2063,0.0145,0.4094,0.0683,0.1058,2005,Partial,1921,LC,413583,LC
778,Helicops gomesi*,288448,60211,228237,0.2087,0.0301,0.3095,0.133,0.1002,2015,Partial,1921,LC,413583,LC
779,Helicops gomesi*,288457,60766,227691,0.2107,0.0135,0.4582,0.0546,0.0804,2000,Partial,1921,LC,413583,LC
780,Helicops gomesi*,288456,60323,228133,0.2091,0.0208,0.3593,0.1075,0.0918,2010,Partial,1921,LC,413583,LC
781,Helicops phantasma*,66237,53092,13145,0.8015,4.00E-04,0.1616,0,0.0084,2005,Partial,2021,-,88053,LC
782,Helicops phantasma*,66241,49465,16776,0.7467,0.004,0.1778,7.00E-04,0.0182,2020,Partial,2021,-,88053,LC
783,Helicops phantasma*,66239,55561,10678,0.8388,3.00E-04,0.1239,0,0.0028,2000,Partial,2021,-,88053,LC
784,Helicops phantasma*,66238,50309,15929,0.7595,0.0018,0.1854,7.00E-04,0.0168,2015,Partial,2021,-,88053,LC
785,Helicops phantasma*,66240,52100,14140,0.7865,3.00E-04,0.1696,0,0.0121,2010,Partial,2021,-,88053,LC
786,Herpsilochmus longirostris,1509081,727067,782014,0.4818,0.0143,0.2659,0.0269,0.1105,2020,Partial,1868,LC,2359869,LC
787,Herpsilochmus longirostris,1509100,768411,740689,0.5092,0.0054,0.3039,0.013,0.0768,2005,Partial,1868,LC,2359869,LC
788,Herpsilochmus longirostris,1509097,731099,777998,0.4845,0.0125,0.2813,0.0284,0.0972,2015,Partial,1868,LC,2359869,LC
789,Herpsilochmus longirostris,1509105,807127,701978,0.5348,0.0052,0.3047,0.0103,0.0566,2000,Partial,1868,LC,2359869,LC
790,Herpsilochmus longirostris,1509103,752738,756365,0.4988,0.0079,0.2948,0.0215,0.0797,2010,Partial,1868,LC,2359869,LC
791,Heterodactylus lundii,34024,9892,24132,0.2907,0.0805,0.4038,0.003,0.013,2020,Restricted,1862,EN,34452,VU
792,Heterodactylus lundii,34023,9736,24287,0.2862,0.0738,0.4429,0.0023,0.0076,2015,Restricted,1862,EN,34452,VU
793,Heterodactylus lundii,34025,10193,23832,0.2996,0.044,0.5002,3.00E-04,0.0036,2005,Restricted,1862,EN,34452,VU
794,Heterodactylus lundii,34025,10065,23960,0.2958,0.0606,0.4613,0.0011,0.0045,2010,Restricted,1862,EN,34452,VU
795,Heterodactylus lundii,34025,10410,23615,0.306,0.0357,0.5047,0,0.0032,2000,Restricted,1862,EN,34452,VU
796,Holochilus sciureus,579568,361435,218133,0.6236,0.0075,0.193,0.0045,0.0943,2015,Partial,1842,LC,668490,LC
797,Holochilus sciureus,579570,391387,188183,0.6753,0.0041,0.1892,0.0017,0.0609,2005,Partial,1842,LC,668490,LC
798,Holochilus sciureus,579570,358233,221337,0.6181,0.0082,0.1795,0.0042,0.1123,2020,Partial,1842,LC,668490,LC
799,Holochilus sciureus,579572,379439,200133,0.6547,0.0053,0.1885,0.003,0.0721,2010,Partial,1842,LC,668490,LC
800,Holochilus sciureus,579570,408680,170890,0.7051,0.0044,0.1825,0.0011,0.0392,2000,Partial,1842,LC,668490,LC
801,Hoplocercus spinosus,1304884,724138,580746,0.5549,0.0066,0.2645,0.0057,0.0997,2015,Partial,1843,LC,2749462,LC
802,Hoplocercus spinosus,1304883,768392,536491,0.5889,0.0015,0.2685,6.00E-04,0.0749,2005,Partial,1843,LC,2749462,LC
803,Hoplocercus spinosus,1304887,749464,555423,0.5744,0.0028,0.269,0.0025,0.0803,2010,Partial,1843,LC,2749462,LC
804,Hoplocercus spinosus,1304884,811809,493075,0.6221,0.0014,0.2576,2.00E-04,0.0535,2000,Partial,1843,LC,2749462,LC
805,Hoplocercus spinosus,1304886,717075,587811,0.5495,0.008,0.2529,0.006,0.1114,2020,Partial,1843,LC,2749462,LC
806,Hydropsalis candicans,441061,120158,320903,0.2724,0.0078,0.4804,0.0405,0.0815,2005,Partial,1867,VU,1108625,EN
807,Hydropsalis candicans,441058,119077,321981,0.27,0.013,0.4541,0.0644,0.073,2010,Partial,1867,VU,1108625,EN
808,Hydropsalis candicans,441063,127648,313415,0.2894,0.0074,0.4965,0.0323,0.0624,2000,Partial,1867,VU,1108625,EN
809,Hydropsalis candicans,441055,119392,321663,0.2707,0.0234,0.4164,0.0833,0.0823,2015,Partial,1867,VU,1108625,EN
810,Hydropsalis candicans,441045,118294,322751,0.2682,0.0285,0.3966,0.0785,0.1011,2020,Partial,1867,VU,1108625,EN
811,Hylodes otavioi,218,159,59,0.7294,0,0.1101,0,0,2005,Restricted,1983,DD,375,NT
812,Hylodes otavioi,219,159,60,0.726,0,0.1096,0,0,2000,Restricted,1983,DD,375,NT
813,Hylodes otavioi,216,158,58,0.7315,0,0.0926,0,0,2010,Restricted,1983,DD,375,NT
814,Hylodes otavioi,216,160,56,0.7407,0,0.0741,0,0,2020,Restricted,1983,DD,375,NT
815,Hylodes otavioi,216,160,56,0.7407,0,0.0833,0,0,2015,Restricted,1983,DD,375,NT
816,Ischnocnema penaxavantinho,44077,13916,30161,0.3157,0.0143,0.3904,0,0.1362,2005,Restricted,2007,DD,45228,LC
817,Ischnocnema penaxavantinho,44077,14682,29395,0.3331,0.0144,0.4174,0,0.1031,2000,Restricted,2007,DD,45228,LC
818,Ischnocnema penaxavantinho,44076,13455,30621,0.3053,0.0189,0.3318,0.0013,0.1505,2015,Restricted,2007,DD,45228,LC
819,Ischnocnema penaxavantinho,44081,13259,30822,0.3008,0.0188,0.3067,0.0014,0.2068,2020,Restricted,2007,DD,45228,LC
820,Ischnocnema penaxavantinho,44077,13914,30163,0.3157,0.0162,0.3574,7.00E-04,0.1377,2010,Restricted,2007,DD,45228,LC
821,Juscelinomys candango,367,156,211,0.4251,0,0.0436,0,0,2005,Restricted,1965,EX,366,CR
822,Juscelinomys candango,367,162,205,0.4414,0,0.049,0,0,2000,Restricted,1965,EX,366,CR
823,Juscelinomys candango,365,146,219,0.4,0,0.0493,0,0,2020,Restricted,1965,EX,366,CR
824,Juscelinomys candango,365,149,216,0.4082,0,0.0521,0,0,2015,Restricted,1965,EX,366,CR
825,Juscelinomys candango,366,153,213,0.418,0,0.0437,0,0,2010,Restricted,1965,EX,366,CR
826,Kentropyx paulensis,740961,298826,442135,0.4033,0.0056,0.3868,0.0208,0.0639,2000,Partial,1893,LC,892348,LC
827,Kentropyx paulensis,740959,277176,463783,0.3741,0.013,0.3333,0.0524,0.0945,2015,Partial,1893,LC,892348,LC
828,Kentropyx paulensis,740947,275725,465222,0.3721,0.0142,0.3144,0.05,0.1103,2020,Partial,1893,LC,892348,LC
829,Kentropyx paulensis,740961,282025,458936,0.3806,0.0085,0.3567,0.0409,0.0797,2010,Partial,1893,LC,892348,LC
830,Kentropyx paulensis,740961,285222,455739,0.3849,0.006,0.3751,0.0259,0.0844,2005,Partial,1893,LC,892348,LC
831,Kentropyx vanzoi,480400,254191,226209,0.5291,0.0021,0.3102,1.00E-04,0.0919,2000,Partial,1980,NT,668452,VU
832,Kentropyx vanzoi,480402,227354,253048,0.4733,0.0111,0.305,0.0043,0.1432,2015,Partial,1980,NT,668452,VU
833,Kentropyx vanzoi,480400,224753,255647,0.4678,0.0142,0.2954,0.0048,0.1495,2020,Partial,1980,NT,668452,VU
834,Kentropyx vanzoi,480400,231307,249093,0.4815,0.0046,0.3201,0.001,0.1228,2010,Partial,1980,NT,668452,VU
835,Kentropyx vanzoi,480402,235794,244608,0.4908,0.0022,0.3206,3.00E-04,0.1191,2005,Partial,1980,NT,668452,VU
836,Kerodon acrobata,6091,3513,2578,0.5768,3.00E-04,0.3691,0,0.002,2020,Restricted,1997,DD,6089,VU
837,Kerodon acrobata,6092,3520,2572,0.5778,7.00E-04,0.372,0,0.0031,2015,Restricted,1997,DD,6089,VU
838,Kerodon acrobata,6093,3808,2285,0.625,0,0.3427,0,0.0016,2010,Restricted,1997,DD,6089,VU
839,Kerodon acrobata,6091,4202,1889,0.6899,0,0.2692,0,0.001,2000,Restricted,1997,DD,6089,VU
840,Kerodon acrobata,6091,4012,2079,0.6587,0,0.3041,0,0.0013,2005,Restricted,1997,DD,6089,VU
841,Knipolegus franciscanus,214778,126509,88269,0.589,0.0212,0.209,0.001,0.0905,2015,Partial,1928,LC,250655,VU
842,Knipolegus franciscanus,214774,125976,88798,0.5866,0.0225,0.1967,0.0013,0.0991,2020,Partial,1928,LC,250655,VU
843,Knipolegus franciscanus,214776,132405,82371,0.6165,0.0161,0.2012,1.00E-04,0.0702,2010,Partial,1928,LC,250655,VU
844,Knipolegus franciscanus,214776,137528,77248,0.6403,0.012,0.198,0,0.06,2005,Partial,1928,LC,250655,VU
845,Knipolegus franciscanus,214778,142756,72022,0.6647,0.0125,0.1925,0,0.0431,2000,Partial,1928,LC,250655,VU
846,Kunsia tomentosus,1084749,412253,672496,0.38,0.0166,0.3386,0.0397,0.109,2015,Partial,1830,LC,3560689,LC
847,Kunsia tomentosus,1084757,417949,666808,0.3853,0.0104,0.3645,0.0301,0.0927,2010,Partial,1830,LC,3560689,LC
848,Kunsia tomentosus,1084730,408600,676130,0.3767,0.0191,0.3216,0.0375,0.1249,2020,Partial,1830,LC,3560689,LC
849,Kunsia tomentosus,1084759,450627,634132,0.4154,0.0063,0.388,0.0142,0.0707,2000,Partial,1830,LC,3560689,LC
850,Kunsia tomentosus,1084754,423605,661149,0.3905,0.0068,0.3814,0.0182,0.0934,2005,Partial,1830,LC,3560689,LC
851,Laterallus xenopterus,725447,262094,463353,0.3613,0.02,0.3585,0.0475,0.0843,2015,Partial,1934,VU,835712,EN
852,Laterallus xenopterus,725437,262674,462763,0.3621,0.0232,0.3351,0.0459,0.1001,2020,Partial,1934,VU,835712,EN
853,Laterallus xenopterus,725451,287436,438015,0.3962,0.0081,0.4108,0.018,0.0566,2000,Partial,1934,VU,835712,EN
854,Laterallus xenopterus,725452,269712,455740,0.3718,0.0124,0.3797,0.0365,0.0726,2010,Partial,1934,VU,835712,EN
855,Laterallus xenopterus,725450,274779,450671,0.3788,0.0082,0.3981,0.0225,0.0758,2005,Partial,1934,VU,835712,EN
856,Leposternon cerradensis,362,96,266,0.2652,0.0331,0.5746,0.0028,0.0525,2020,Restricted,2008,DD,361,DD
857,Leposternon cerradensis,361,94,267,0.2604,0.0305,0.6039,0.0028,0.0388,2015,Restricted,2008,DD,361,DD
858,Leposternon cerradensis,362,82,280,0.2265,0.0055,0.6409,0.0028,0.0166,2010,Restricted,2008,DD,361,DD
859,Leposternon cerradensis,359,72,287,0.2006,0,0.727,0,0.0306,2000,Restricted,2008,DD,361,DD
860,Leposternon cerradensis,360,73,287,0.2028,0,0.65,0,0.0806,2005,Restricted,2008,DD,361,DD
861,Leposternon maximus,853,752,101,0.8816,0,0.0926,0,0,2015,Restricted,2011,LC,853,LC
862,Leposternon maximus,852,738,114,0.8662,0,0.108,0,0,2020,Restricted,2011,LC,853,LC
863,Leposternon maximus,853,760,93,0.891,0,0.0844,0,0,2010,Restricted,2011,LC,853,LC
864,Leposternon maximus,852,761,91,0.8932,0,0.0775,0,0,2005,Restricted,2011,LC,853,LC
865,Leposternon maximus,853,767,86,0.8992,0,0.0668,0,0,2000,Restricted,2011,LC,853,LC
866,Leposternon mineiro*,725,282,443,0.389,0.0152,0.3862,0.0041,0.0069,2015,Restricted,2018,-,726,-
867,Leposternon mineiro*,726,294,432,0.405,0.0083,0.3705,0,0.0124,2010,Restricted,2018,-,726,-
868,Leposternon mineiro*,726,329,397,0.4532,0.0014,0.3237,0,0.0014,2000,Restricted,2018,-,726,-
869,Leposternon mineiro*,726,307,419,0.4229,0,0.3678,0,0.0055,2005,Restricted,2018,-,726,-
870,Leposternon mineiro*,726,278,448,0.3829,0.0234,0.3457,0.0069,0.0207,2020,Restricted,2018,-,726,-
871,Leptodactylus brevipes*,165494,81646,83848,0.4933,0.003,0.221,0,0.2086,2015,Partial,1887,-,207024,-
872,Leptodactylus brevipes*,165495,83898,81597,0.507,8.00E-04,0.235,1.00E-04,0.1765,2010,Partial,1887,-,207024,-
873,Leptodactylus brevipes*,165495,94928,70567,0.5736,1.00E-04,0.2158,0,0.1207,2000,Partial,1887,-,207024,-
874,Leptodactylus brevipes*,165497,86119,79378,0.5204,2.00E-04,0.2294,1.00E-04,0.1663,2005,Partial,1887,-,207024,-
875,Leptodactylus brevipes*,165495,80886,84609,0.4888,0.0031,0.2145,1.00E-04,0.2124,2020,Partial,1887,-,207024,-
876,Leptodactylus camaquara,7966,6513,1453,0.8176,0.0601,0.0766,0,0,2010,Restricted,1978,DD,12495,LC
877,Leptodactylus camaquara,7966,6613,1353,0.8302,0.0495,0.078,0,1.00E-04,2005,Restricted,1978,DD,12495,LC
878,Leptodactylus camaquara,7967,6725,1242,0.8441,0.0484,0.0584,0,0,2000,Restricted,1978,DD,12495,LC
879,Leptodactylus camaquara,7967,6352,1615,0.7973,0.0815,0.0717,0,1.00E-04,2020,Restricted,1978,DD,12495,LC
880,Leptodactylus camaquara,7965,6358,1607,0.7982,0.0722,0.089,0,1.00E-04,2015,Restricted,1978,DD,12495,LC
881,Leptodactylus cunicularius,18512,5846,12666,0.3158,0.016,0.4682,0,0.0038,2010,Restricted,1978,LC,42533,LC
882,Leptodactylus cunicularius,18511,5859,12652,0.3165,0.0058,0.501,0,0.0017,2000,Restricted,1978,LC,42533,LC
883,Leptodactylus cunicularius,18512,5833,12679,0.3151,0.0073,0.4946,0,0.0026,2005,Restricted,1978,LC,42533,LC
884,Leptodactylus cunicularius,18512,5927,12585,0.3202,0.025,0.3826,0,0.0132,2020,Restricted,1978,LC,42533,LC
885,Leptodactylus cunicularius,18512,5900,12612,0.3187,0.0226,0.4287,0,0.0088,2015,Restricted,1978,LC,42533,LC
