,species,range,rangeNat,rangeAnt,percNat,percForPlant,percPast,percSugCan,percSoy,lulcYear,range.cat,year,IUCN,rangesize,icmbio.cat
1317,Pseudis tocantins,252205,172089,80116,0.6823,0.0011,0.2683,3.00E-04,0.0202,2015,Partial,1998,LC,304291,LC
1318,Pseudis tocantins,252206,178759,73447,0.7088,3.00E-04,0.2569,0,0.0089,2010,Partial,1998,LC,304291,LC
1319,Pseudis tocantins,252205,190485,61720,0.7553,2.00E-04,0.2165,0,0.0022,2000,Partial,1998,LC,304291,LC
1320,Pseudis tocantins,252207,182726,69481,0.7245,3.00E-04,0.2463,0,0.0061,2005,Partial,1998,LC,304291,LC
1321,Pseudopaludicola atragula*,12570,1934,10636,0.1539,0.0033,0.3312,0.2523,0.0091,2020,Restricted,2014,-,12616,LC
1322,Pseudopaludicola atragula*,12568,1928,10640,0.1534,8.00E-04,0.3614,0.2658,0.007,2015,Restricted,2014,-,12616,LC
1323,Pseudopaludicola atragula*,12567,1764,10803,0.1404,1.00E-04,0.6867,0.0135,0.0143,2000,Restricted,2014,-,12616,LC
1324,Pseudopaludicola atragula*,12568,1857,10711,0.1478,3.00E-04,0.4612,0.1675,0.006,2010,Restricted,2014,-,12616,LC
1325,Pseudopaludicola atragula*,12568,1791,10777,0.1425,1.00E-04,0.5984,0.0405,0.0141,2005,Restricted,2014,-,12616,LC
1326,Pseudopaludicola coracoralinae*,730,125,605,0.1712,0.0082,0.4178,0.0027,0.2068,2020,Restricted,2020,-,731,-
1327,Pseudopaludicola coracoralinae*,732,124,608,0.1694,0.0014,0.5164,0,0.097,2010,Restricted,2020,-,731,-
1328,Pseudopaludicola coracoralinae*,730,128,602,0.1753,0.0082,0.4493,0.0027,0.1658,2015,Restricted,2020,-,731,-
1329,Pseudopaludicola coracoralinae*,731,118,613,0.1614,0.0014,0.5554,0,0.0958,2005,Restricted,2020,-,731,-
1330,Pseudopaludicola coracoralinae*,731,117,614,0.1601,0.0027,0.6101,0,0.0698,2000,Restricted,2020,-,731,-
1331,Pseudopaludicola facureae*,46359,8031,38328,0.1732,0.0082,0.3586,0.0603,0.1422,2020,Partial,2013,-,64702,LC
1332,Pseudopaludicola facureae*,46357,8116,38241,0.1751,0.008,0.3932,0.0609,0.1288,2015,Partial,2013,-,64702,LC
1333,Pseudopaludicola facureae*,46360,8158,38202,0.176,0.0047,0.4361,0.0324,0.1161,2010,Partial,2013,-,64702,LC
1334,Pseudopaludicola facureae*,46359,8199,38160,0.1769,0.0024,0.5152,9.00E-04,0.1007,2000,Partial,2013,-,64702,LC
1335,Pseudopaludicola facureae*,46360,8011,38349,0.1728,0.0022,0.467,0.0064,0.1399,2005,Partial,2013,-,64702,LC
1336,Pseudopaludicola ibisoroca*,726,229,497,0.3154,0.0041,0.3196,0.1143,0.0702,2015,Restricted,2016,-,726,LC
1337,Pseudopaludicola ibisoroca*,726,227,499,0.3127,0.0041,0.2796,0.1185,0.095,2020,Restricted,2016,-,726,LC
1338,Pseudopaludicola ibisoroca*,726,235,491,0.3237,0,0.3981,0,0.1515,2000,Restricted,2016,-,726,LC
1339,Pseudopaludicola ibisoroca*,724,227,497,0.3135,0.0014,0.3508,0.0138,0.1409,2010,Restricted,2016,-,726,LC
1340,Pseudopaludicola ibisoroca*,726,227,499,0.3127,0.0014,0.354,0,0.2052,2005,Restricted,2016,-,726,LC
1341,Pseudopaludicola jazmynmcdonaldae*,407,310,97,0.7617,0,0.1794,0,0.0344,2015,Restricted,2019,-,409,-
1342,Pseudopaludicola jazmynmcdonaldae*,408,305,103,0.7475,0,0.2328,0,0,2010,Restricted,2019,-,409,-
1343,Pseudopaludicola jazmynmcdonaldae*,409,301,108,0.7359,0,0.2469,0,0,2000,Restricted,2019,-,409,-
1344,Pseudopaludicola jazmynmcdonaldae*,409,303,106,0.7408,0,0.2445,0,0,2005,Restricted,2019,-,409,-
1345,Pseudopaludicola jazmynmcdonaldae*,409,308,101,0.7531,0,0.132,0,0.0782,2020,Restricted,2019,-,409,-
1346,Pseudopaludicola mineira*,722,607,115,0.8407,0.0028,0.0596,0,0,2000,Restricted,1994,DD,722,LC
1347,Pseudopaludicola mineira*,721,609,112,0.8447,0.0014,0.0527,0,0,2010,Restricted,1994,DD,722,LC
1348,Pseudopaludicola mineira*,721,611,110,0.8474,0.0028,0.0527,0,0,2020,Restricted,1994,DD,722,LC
1349,Pseudopaludicola mineira*,721,609,112,0.8447,0.0014,0.0624,0,0,2005,Restricted,1994,DD,722,LC
1350,Pseudopaludicola mineira*,721,611,110,0.8474,0.0028,0.0555,0,0,2015,Restricted,1994,DD,722,LC
1351,Pseudopaludicola ternetzi*,868247,386116,482131,0.4447,0.005,0.3868,0.0061,0.0669,2010,Partial,1937,LC,1068878,LC
1352,Pseudopaludicola ternetzi*,868247,393028,475219,0.4527,0.0025,0.3928,0.0012,0.0681,2005,Partial,1937,LC,1068878,LC
1353,Pseudopaludicola ternetzi*,868247,414362,453885,0.4772,0.0024,0.3874,3.00E-04,0.05,2000,Partial,1937,LC,1068878,LC
1354,Pseudopaludicola ternetzi*,868243,374343,493900,0.4312,0.0128,0.3498,0.0127,0.0987,2020,Partial,1937,LC,1068878,LC
1355,Pseudopaludicola ternetzi*,868249,375736,492513,0.4328,0.0106,0.3716,0.0129,0.0822,2015,Partial,1937,LC,1068878,LC
1356,Psilops seductus*,737,572,165,0.7761,0,0.0068,0,0.1533,2020,Restricted,2017,-,737,-
1357,Psilops seductus*,736,710,26,0.9647,0,0.0041,0,0.019,2005,Restricted,2017,-,737,-
1358,Psilops seductus*,737,734,3,0.9959,0,0.0041,0,0,2000,Restricted,2017,-,737,-
1359,Psilops seductus*,736,576,160,0.7826,0,0.0054,0,0.178,2015,Restricted,2017,-,737,-
1360,Psilops seductus*,737,640,97,0.8684,0,0.0054,0,0.0651,2010,Restricted,2017,-,737,-
1361,Pyrrhura pfrimeri,13786,7463,6323,0.5413,3.00E-04,0.3736,0,0.0035,2020,Restricted,1920,EN,13772,EN
1362,Pyrrhura pfrimeri,13784,8149,5635,0.5912,2.00E-04,0.3399,0,0.0012,2005,Restricted,1920,EN,13772,EN
1363,Pyrrhura pfrimeri,13785,8738,5047,0.6339,2.00E-04,0.2919,0,0.0012,2000,Restricted,1920,EN,13772,EN
1364,Pyrrhura pfrimeri,13785,7391,6394,0.5362,3.00E-04,0.384,0,0.002,2015,Restricted,1920,EN,13772,EN
1365,Pyrrhura pfrimeri,13784,7760,6024,0.563,2.00E-04,0.3685,0,0.0015,2010,Restricted,1920,EN,13772,EN
1366,Rhachidelus brazili,853610,262258,591352,0.3072,0.0283,0.355,0.0483,0.1153,2020,Partial,1908,LC,1521523,LC
1367,Rhachidelus brazili,853634,269271,584363,0.3154,0.0116,0.4302,0.0237,0.0873,2005,Partial,1908,LC,1521523,LC
1368,Rhachidelus brazili,853633,283199,570434,0.3318,0.0109,0.4459,0.0186,0.066,2000,Partial,1908,LC,1521523,LC
1369,Rhachidelus brazili,853626,264526,589100,0.3099,0.0249,0.3749,0.0511,0.0956,2015,Partial,1908,LC,1521523,LC
1370,Rhachidelus brazili,853634,267491,586143,0.3134,0.0167,0.4049,0.039,0.083,2010,Partial,1908,LC,1521523,LC
1371,Rhachisaurus brachylepis,19757,12568,7189,0.6361,0.0707,0.1754,0,0.0014,2020,Restricted,1974,DD,28584,NT
1372,Rhachisaurus brachylepis,19757,12992,6765,0.6576,0.0488,0.2033,0,4.00E-04,2005,Restricted,1974,DD,28584,NT
1373,Rhachisaurus brachylepis,19756,12557,7199,0.6356,0.0651,0.1991,0,0.0016,2015,Restricted,1974,DD,28584,NT
1374,Rhachisaurus brachylepis,19757,13244,6513,0.6703,0.0463,0.1878,0,4.00E-04,2000,Restricted,1974,DD,28584,NT
1375,Rhachisaurus brachylepis,19756,12748,7008,0.6453,0.0591,0.1968,0,5.00E-04,2010,Restricted,1974,DD,28584,NT
1376,Rhinella cerradensis,567519,234780,332739,0.4137,0.0141,0.3348,0.0141,0.1192,2020,Partial,2007,DD,611704,LC
1377,Rhinella cerradensis,567520,235514,332006,0.415,0.0118,0.3556,0.0137,0.1044,2015,Partial,2007,DD,611704,LC
1378,Rhinella cerradensis,567519,244730,322789,0.4312,0.0049,0.3705,0.0057,0.0871,2010,Partial,2007,DD,611704,LC
1379,Rhinella cerradensis,567517,252431,315086,0.4448,0.0028,0.3769,0.0011,0.0826,2005,Partial,2007,DD,611704,LC
1380,Rhinella cerradensis,567519,266877,300642,0.4703,0.0032,0.3781,1.00E-04,0.0596,2000,Partial,2007,DD,611704,LC
1381,Rhinella inopina,53160,39536,13624,0.7437,0.001,0.0321,0,0.1564,2020,Restricted,2012,-,54769,LC
1382,Rhinella inopina,53162,40243,12919,0.757,0.0012,0.0324,0,0.1597,2015,Restricted,2012,-,54769,LC
1383,Rhinella inopina,53161,46643,6518,0.8774,0.0027,0.0172,0,0.0562,2000,Restricted,2012,-,54769,LC
1384,Rhinella inopina,53159,42429,10730,0.7982,9.00E-04,0.0261,0,0.1169,2010,Restricted,2012,-,54769,LC
1385,Rhinella inopina,53160,44556,8604,0.8381,4.00E-04,0.0195,0,0.0878,2005,Restricted,2012,-,54769,LC
1386,Rhinella ocellata,1005633,554090,451543,0.551,0.0051,0.2537,0.0075,0.1095,2020,Partial,1858,LC,1659819,LC
1387,Rhinella ocellata,1005632,586181,419451,0.5829,7.00E-04,0.2717,7.00E-04,0.0793,2005,Partial,1858,LC,1659819,LC
1388,Rhinella ocellata,1005635,618775,386860,0.6153,5.00E-04,0.2614,2.00E-04,0.0572,2000,Partial,1858,LC,1659819,LC
1389,Rhinella ocellata,1005632,558456,447176,0.5553,0.0043,0.267,0.0071,0.1002,2015,Partial,1858,LC,1659819,LC
1390,Rhinella ocellata,1005634,575128,430506,0.5719,0.0013,0.2712,0.0031,0.0826,2010,Partial,1858,LC,1659819,LC
1391,Rhinella rubescens,548427,214622,333805,0.3913,0.0243,0.2928,0.0324,0.1012,2020,Partial,1925,LC,724425,LC
1392,Rhinella rubescens,548435,223853,324582,0.4082,0.0131,0.3544,0.0137,0.0753,2005,Partial,1925,LC,724425,LC
1393,Rhinella rubescens,548431,215128,333303,0.3923,0.0228,0.3155,0.0334,0.0841,2015,Partial,1925,LC,724425,LC
1394,Rhinella rubescens,548434,229793,318641,0.419,0.0126,0.3725,0.0099,0.0564,2000,Partial,1925,LC,724425,LC
1395,Rhinella rubescens,548435,220876,327559,0.4027,0.0178,0.3347,0.0249,0.0718,2010,Partial,1925,LC,724425,LC
1396,Rhinella scitula,50939,18517,32422,0.3635,0.0034,0.3569,0.0063,0.1555,2020,Partial,2003,DD,77788,LC
1397,Rhinella scitula,50941,18701,32240,0.3671,0.0032,0.3888,0.011,0.112,2015,Partial,2003,DD,77788,LC
1398,Rhinella scitula,50940,18872,32068,0.3705,0.0016,0.421,0.0051,0.0858,2010,Partial,2003,DD,77788,LC
1399,Rhinella scitula,50941,19206,31735,0.377,3.00E-04,0.4302,4.00E-04,0.0756,2005,Partial,2003,DD,77788,LC
1400,Rhinella scitula,50941,20267,30674,0.3979,2.00E-04,0.4238,1.00E-04,0.0529,2000,Partial,2003,DD,77788,LC
1401,Rhinella sebbeni*,13076,5229,7847,0.3999,0.0121,0.3451,0.028,0.0645,2020,Restricted,2015,-,14562,LC
1402,Rhinella sebbeni*,13074,5195,7879,0.3974,0.0119,0.3819,0.0296,0.0519,2015,Restricted,2015,-,14562,LC
1403,Rhinella sebbeni*,13075,5546,7529,0.4242,0.0074,0.4311,0.0011,0.0099,2000,Restricted,2015,-,14562,LC
1404,Rhinella sebbeni*,13076,5361,7715,0.41,0.0086,0.4046,0.0186,0.026,2010,Restricted,2015,-,14562,LC
1405,Rhinella sebbeni*,13076,5234,7842,0.4003,0.0066,0.4422,0.0062,0.0236,2005,Restricted,2015,-,14562,LC
1406,Rhinella veredas,83027,63434,19593,0.764,0.0086,0.0869,0,0.0624,2015,Partial,2007,LC,86363,LC
1407,Rhinella veredas,83026,69084,13942,0.8321,0.0057,0.0676,0,0.0189,2005,Partial,2007,LC,86363,LC
1408,Rhinella veredas,83024,70544,12480,0.8497,0.0056,0.0706,0,0.0106,2000,Partial,2007,LC,86363,LC
1409,Rhinella veredas,83024,66646,16378,0.8027,0.0072,0.0789,0,0.0332,2010,Partial,2007,LC,86363,LC
1410,Rhinella veredas,83024,62986,20038,0.7586,0.0089,0.0799,0,0.0646,2020,Partial,2007,LC,86363,LC
1411,Rhipidomys ipukensis,17078,13968,3110,0.8179,8.00E-04,0.1438,0,0.0075,2010,Restricted,2011,DD,34446,LC
1412,Rhipidomys ipukensis,17079,14226,2853,0.833,7.00E-04,0.1429,0,0.0044,2005,Restricted,2011,DD,34446,LC
1413,Rhipidomys ipukensis,17077,14692,2385,0.8603,6.00E-04,0.1113,0,7.00E-04,2000,Restricted,2011,DD,34446,LC
1414,Rhipidomys ipukensis,17079,13356,3723,0.782,0.0012,0.1562,0,0.017,2015,Restricted,2011,DD,34446,LC
1415,Rhipidomys ipukensis,17078,13080,3998,0.7659,0.0012,0.1476,0,0.0263,2020,Restricted,2011,DD,34446,LC
1416,Rhipidomys macrurus,1342032,626245,715787,0.4666,0.0129,0.321,0.0247,0.065,2010,Wide,1855,LC,1976730,LC
1417,Rhipidomys macrurus,1342033,639214,702819,0.4763,0.0091,0.3336,0.015,0.0633,2005,Wide,1855,LC,1976730,LC
1418,Rhipidomys macrurus,1342034,664719,677315,0.4953,0.0087,0.3389,0.0119,0.0467,2000,Wide,1855,LC,1976730,LC
1419,Rhipidomys macrurus,1342025,606974,735051,0.4523,0.0185,0.3061,0.0325,0.0806,2015,Wide,1855,LC,1976730,LC
1420,Rhipidomys macrurus,1342010,604971,737039,0.4508,0.0209,0.2868,0.0307,0.096,2020,Wide,1855,LC,1976730,LC
1421,Saltatricula atricollis,1888088,1093686,794402,0.5793,0.0063,0.2748,0.0085,0.0471,2000,Wide,1817,LC,4504410,LC
1422,Saltatricula atricollis,1888089,1045493,842596,0.5537,0.0066,0.2767,0.0108,0.0657,2005,Wide,1817,LC,4504410,LC
1423,Saltatricula atricollis,1888081,991689,896392,0.5252,0.0139,0.2601,0.0233,0.0867,2015,Wide,1817,LC,4504410,LC
1424,Saltatricula atricollis,1888061,984020,904041,0.5212,0.0158,0.2458,0.022,0.0998,2020,Wide,1817,LC,4504410,LC
1425,Saltatricula atricollis,1888088,1023154,864934,0.5419,0.0095,0.2696,0.0177,0.0693,2010,Wide,1817,LC,4504410,LC
1426,Salvator duseni,405311,162597,242714,0.4012,0.0031,0.3994,0.0011,0.0913,2005,Partial,1910,LC,440647,LC
1427,Salvator duseni,405311,170287,235024,0.4201,0.0035,0.4055,1.00E-04,0.0659,2000,Partial,1910,LC,440647,LC
1428,Salvator duseni,405311,155213,250098,0.3829,0.015,0.3455,0.0171,0.128,2020,Partial,1910,LC,440647,LC
1429,Salvator duseni,405311,154648,250663,0.3816,0.0125,0.3717,0.0172,0.1093,2015,Partial,1910,LC,440647,LC
1430,Salvator duseni,405312,159256,246056,0.3929,0.0049,0.3909,0.0073,0.0927,2010,Partial,1910,LC,440647,LC
1431,Scinax cabralensis,544,238,306,0.4375,0.0055,0.4173,0,0,2005,Restricted,2007,DD,725,NT
1432,Scinax cabralensis,544,233,311,0.4283,0.0165,0.3934,0,0,2015,Restricted,2007,DD,725,NT
1433,Scinax cabralensis,543,233,310,0.4291,0.0184,0.3775,0,0,2020,Restricted,2007,DD,725,NT
1434,Scinax cabralensis,545,253,292,0.4642,0,0.3413,0,0,2000,Restricted,2007,DD,725,NT
1435,Scinax cabralensis,542,239,303,0.441,0.0092,0.3745,0,0,2010,Restricted,2007,DD,725,NT
1436,Ololygon canastrensis,29389,8526,20863,0.2901,0.0165,0.3749,0.0116,0.0677,2015,Restricted,1982,DD,29866,LC
1437,Ololygon canastrensis,29388,8512,20876,0.2896,0.0163,0.3399,0.0107,0.0983,2020,Restricted,1982,DD,29866,LC
1438,Ololygon canastrensis,29390,8491,20899,0.2889,0.0113,0.4415,0.008,0.0492,2010,Restricted,1982,DD,29866,LC
1439,Ololygon canastrensis,29389,8375,21014,0.285,0.0079,0.4944,0.0026,0.0467,2005,Restricted,1982,DD,29866,LC
1440,Ololygon canastrensis,29389,8343,21046,0.2839,0.0086,0.5339,0.0018,0.0238,2000,Restricted,1982,DD,29866,LC
1441,Ololygon centralis,11088,3407,7681,0.3073,0.0088,0.2777,0,0.2266,2020,Restricted,1996,LC,11094,LC
1442,Ololygon centralis,11090,3506,7584,0.3161,6.00E-04,0.3536,0,0.1611,2005,Restricted,1996,LC,11094,LC
1443,Ololygon centralis,11088,3454,7634,0.3115,0.009,0.3032,0,0.1241,2015,Restricted,1996,LC,11094,LC
1444,Ololygon centralis,11089,3710,7379,0.3346,9.00E-04,0.3935,0,0.0929,2000,Restricted,1996,LC,11094,LC
1445,Ololygon centralis,11087,3523,7564,0.3178,0.0032,0.3243,0,0.132,2010,Restricted,1996,LC,11094,LC
1446,Scinax constrictus,701536,380611,320925,0.5425,0.0035,0.27,0.0043,0.108,2020,Partial,2005,LC,1067899,LC
1447,Scinax constrictus,701538,403854,297684,0.5757,7.00E-04,0.2837,3.00E-04,0.077,2005,Partial,2005,LC,1067899,LC
1448,Scinax constrictus,701537,427315,274222,0.6091,6.00E-04,0.269,0,0.0555,2000,Partial,2005,LC,1067899,LC
1449,Scinax constrictus,701537,383956,317581,0.5473,0.003,0.2836,0.0039,0.0986,2015,Partial,2005,LC,1067899,LC
1450,Scinax constrictus,701539,396035,305504,0.5645,0.0012,0.286,0.0016,0.0801,2010,Partial,2005,LC,1067899,LC
1451,Scinax curicica,19747,14143,5604,0.7162,0.0614,0.1173,0,2.00E-04,2020,Restricted,2004,DD,19813,LC
1452,Scinax curicica,19748,14261,5487,0.7221,0.0545,0.1309,0,1.00E-04,2015,Restricted,2004,DD,19813,LC
1453,Scinax curicica,19747,14480,5267,0.7333,0.0368,0.1409,0,1.00E-04,2005,Restricted,2004,DD,19813,LC
1454,Scinax curicica,19745,14380,5365,0.7283,0.0461,0.1363,0,0,2010,Restricted,2004,DD,19813,LC
1455,Scinax curicica,19748,14886,4862,0.7538,0.0343,0.1194,0,1.00E-04,2000,Restricted,2004,DD,19813,LC
1456,Ololygon goya*,368,216,152,0.587,0,0.2364,0,0.0054,2020,Restricted,2018,-,368,DD
1457,Ololygon goya*,368,245,123,0.6658,0,0.1793,0,0,2005,Restricted,2018,-,368,DD
1458,Ololygon goya*,367,223,144,0.6076,0,0.2262,0,0,2015,Restricted,2018,-,368,DD
1459,Ololygon goya*,368,267,101,0.7255,0,0.0951,0,0,2000,Restricted,2018,-,368,DD
1460,Ololygon goya*,368,225,143,0.6114,0,0.2391,0,0,2010,Restricted,2018,-,368,DD
1461,Scinax haddadorum*,541,203,338,0.3752,0,0.3789,0,0.1331,2020,Restricted,2016,-,541,DD
1462,Scinax haddadorum*,540,210,330,0.3889,0,0.4481,0,0.0704,2005,Restricted,2016,-,541,DD
1463,Scinax haddadorum*,540,204,336,0.3778,0,0.413,0,0.1296,2015,Restricted,2016,-,541,DD
1464,Scinax haddadorum*,540,211,329,0.3907,0,0.513,0,0.0352,2000,Restricted,2016,-,541,DD
1465,Scinax haddadorum*,541,207,334,0.3826,0,0.4418,0,0.0887,2010,Restricted,2016,-,541,DD
1466,Ololygon machadoi,15322,11841,3481,0.7728,0.0734,0.0995,0,2.00E-04,2020,Restricted,1973,LC,25000,LC
1467,Ololygon machadoi,15322,12269,3053,0.8007,0.0434,0.113,0,1.00E-04,2005,Restricted,1973,LC,25000,LC
1468,Ololygon machadoi,15321,12444,2877,0.8122,0.0411,0.0964,0,0,2000,Restricted,1973,LC,25000,LC
1469,Ololygon machadoi,15321,11852,3469,0.7736,0.0651,0.1167,0,1.00E-04,2015,Restricted,1973,LC,25000,LC
1470,Ololygon machadoi,15321,12089,3232,0.789,0.0555,0.1091,0,0,2010,Restricted,1973,LC,25000,LC
1471,Scinax maracaya,5391,1274,4117,0.2363,0.0063,0.599,0,0.0089,2005,Restricted,1980,DD,9703,LC
1472,Scinax maracaya,5393,1358,4035,0.2518,0.0271,0.4582,0.0043,0.0171,2015,Restricted,1980,DD,9703,LC
1473,Scinax maracaya,5392,1287,4105,0.2387,0.0032,0.6265,0,0.002,2000,Restricted,1980,DD,9703,LC
1474,Scinax maracaya,5392,1340,4052,0.2485,0.0282,0.4145,0.0035,0.0499,2020,Restricted,1980,DD,9703,LC
1475,Scinax maracaya,5394,1330,4064,0.2466,0.0191,0.5326,0.0013,0.0119,2010,Restricted,1980,DD,9703,LC
1476,Julianus pinimus,718,432,286,0.6017,0.0028,0.1964,0,0,2015,Restricted,1973,DD,719,VU
1477,Julianus pinimus,719,430,289,0.5981,0,0.2184,0,0,2005,Restricted,1973,DD,719,VU
1478,Julianus pinimus,717,433,284,0.6039,0.0042,0.1674,0,0,2020,Restricted,1973,DD,719,VU
1479,Julianus pinimus,719,428,291,0.5953,0.0014,0.2045,0,0,2010,Restricted,1973,DD,719,VU
1480,Julianus pinimus,719,433,286,0.6022,0,0.1975,0,0,2000,Restricted,1973,DD,719,VU
1481,Ololygon pombali,890,455,435,0.5112,0,0.4157,0,0.0011,2005,Restricted,2013,-,891,DD
1482,Ololygon pombali,891,453,438,0.5084,0,0.4153,0,0,2000,Restricted,2013,-,891,DD
1483,Ololygon pombali,891,469,422,0.5264,0.0034,0.3569,0,0.0079,2020,Restricted,2013,-,891,DD
1484,Ololygon pombali,892,464,428,0.5202,0.0011,0.3845,0.0011,0.0011,2010,Restricted,2013,-,891,DD
1485,Ololygon pombali,891,467,424,0.5241,0.0022,0.3715,0,0.0034,2015,Restricted,2013,-,891,DD
1486,Scinax rogerioi,145326,56546,88780,0.3891,0.0228,0.3655,1.00E-04,0.0855,2005,Partial,2009,-,153012,LC
1487,Scinax rogerioi,145326,58511,86815,0.4026,0.021,0.3845,0,0.0647,2000,Partial,2009,-,153012,LC
1488,Scinax rogerioi,145327,54074,91253,0.3721,0.0415,0.2978,0.0036,0.1298,2020,Partial,2009,-,153012,LC
1489,Scinax rogerioi,145329,56059,89270,0.3857,0.0307,0.3377,0.0012,0.0898,2010,Partial,2009,-,153012,LC
1490,Scinax rogerioi,145325,54585,90740,0.3756,0.0392,0.316,0.003,0.1038,2015,Partial,2009,-,153012,LC
1491,Scinax rossaferesae*,2238,826,1412,0.3691,0.1126,0.1801,0,0.2252,2005,Restricted,2016,-,4627,LC
1492,Scinax rossaferesae*,2240,908,1332,0.4054,0.1304,0.1,0,0.2321,2010,Restricted,2016,-,4627,LC
1493,Scinax rossaferesae*,2240,812,1428,0.3625,0.1013,0.2268,0,0.1781,2000,Restricted,2016,-,4627,LC
1494,Scinax rossaferesae*,2240,910,1330,0.4062,0.1696,0.0442,0,0.2585,2020,Restricted,2016,-,4627,LC
1495,Scinax rossaferesae*,2239,949,1290,0.4238,0.146,0.0634,0,0.2479,2015,Restricted,2016,-,4627,LC
1496,Scinax rupestris*,816,758,58,0.9289,0,0.0429,0,0.0098,2020,Restricted,2015,-,816,LC
1497,Scinax rupestris*,816,760,56,0.9314,0,0.0515,0,0.0012,2010,Restricted,2015,-,816,LC
1498,Scinax rupestris*,814,760,54,0.9337,0,0.0491,0,0,2000,Restricted,2015,-,816,LC
1499,Scinax rupestris*,815,758,57,0.9301,0,0.0466,0,0.0049,2015,Restricted,2015,-,816,LC
1500,Scinax rupestris*,816,762,54,0.9338,0,0.0466,0,0,2005,Restricted,2015,-,816,LC
1501,Ololygon skaios,38793,19687,19106,0.5075,0.0041,0.2072,0.0055,0.1429,2020,Restricted,2010,-,38789,LC
1502,Ololygon skaios,38797,20141,18656,0.5191,0.0012,0.2351,0.0045,0.095,2010,Restricted,2010,-,38789,LC
1503,Ololygon skaios,38793,20397,18396,0.5258,4.00E-04,0.2497,0.0014,0.0857,2005,Restricted,2010,-,38789,LC
1504,Ololygon skaios,38796,19798,18998,0.5103,0.0038,0.2275,0.0056,0.1125,2015,Restricted,2010,-,38789,LC
1505,Ololygon skaios,38795,21067,17728,0.543,5.00E-04,0.2563,3.00E-04,0.0587,2000,Restricted,2010,-,38789,LC
1506,Scinax tigrinus,44316,17687,26629,0.3991,0.0142,0.24,7.00E-04,0.2029,2020,Restricted,2010,LC,44500,LC
1507,Scinax tigrinus,44319,18358,25961,0.4142,0.009,0.2635,0,0.1457,2010,Restricted,2010,LC,44500,LC
1508,Scinax tigrinus,44318,18553,25765,0.4186,0.005,0.2857,0,0.1385,2005,Restricted,2010,LC,44500,LC
1509,Scinax tigrinus,44318,18118,26200,0.4088,0.014,0.2476,3.00E-04,0.1533,2015,Restricted,2010,LC,44500,LC
1510,Scinax tigrinus,44318,19768,24550,0.446,0.0056,0.2927,0,0.1035,2000,Restricted,2010,LC,44500,LC
1511,Scytalopus novacapitalis,88938,30320,58618,0.3409,0.0196,0.2767,0.0071,0.1842,2020,Partial,1958,EN,89692,EN
1512,Scytalopus novacapitalis,88935,31199,57736,0.3508,0.0131,0.3344,0.0032,0.1285,2010,Partial,1958,EN,89692,EN
1513,Scytalopus novacapitalis,88938,30889,58049,0.3473,0.0192,0.2933,0.0079,0.1474,2015,Partial,1958,EN,89692,EN
1514,Scytalopus novacapitalis,88936,31146,57790,0.3502,0.0082,0.3717,1.00E-04,0.1237,2005,Partial,1958,EN,89692,EN
1515,Scytalopus novacapitalis,88935,32515,56420,0.3656,0.009,0.3984,0,0.0928,2000,Partial,1958,EN,89692,EN
1516,Siagonodon acutirostris,1495,1349,146,0.9023,0,0.0401,0,0.0361,2020,Restricted,2011,LC,1494,LC
1517,Siagonodon acutirostris,1495,1360,135,0.9097,0,0.0448,0,0.0234,2015,Restricted,2011,LC,1494,LC
1518,Siagonodon acutirostris,1493,1392,101,0.9324,0,0.0442,0,0.0013,2000,Restricted,2011,LC,1494,LC
1519,Siagonodon acutirostris,1493,1381,112,0.925,0,0.0536,0,0.002,2010,Restricted,2011,LC,1494,LC
1520,Siagonodon acutirostris,1494,1388,106,0.929,0,0.0408,0,0.0033,2005,Restricted,2011,LC,1494,LC
1521,Simophis rhinostoma,792830,263452,529378,0.3323,0.0362,0.3232,0.0513,0.1028,2020,Partial,1837,LC,1421441,LC
1522,Simophis rhinostoma,792848,264096,528752,0.3331,0.032,0.3473,0.0543,0.0828,2015,Partial,1837,LC,1421441,LC
1523,Simophis rhinostoma,792855,272060,520795,0.3431,0.0165,0.4025,0.0253,0.0742,2005,Partial,1837,LC,1421441,LC
1524,Simophis rhinostoma,792856,280686,512170,0.354,0.0157,0.4218,0.0201,0.0561,2000,Partial,1837,LC,1421441,LC
1525,Simophis rhinostoma,792856,269004,523852,0.3393,0.023,0.3768,0.0415,0.0709,2010,Partial,1837,LC,1421441,LC
1526,Sporophila nigrorufa,10043,4627,5416,0.4607,0,0.5261,0,0.0079,2020,Partial,1837,VU,107707,VU
1527,Sporophila nigrorufa,10042,4759,5283,0.4739,0,0.5244,0,2.00E-04,2010,Partial,1837,VU,107707,VU
1528,Sporophila nigrorufa,10041,5069,4972,0.5048,0,0.4944,0,1.00E-04,2005,Partial,1837,VU,107707,VU
1529,Sporophila nigrorufa,10042,4932,5110,0.4911,0,0.503,0,0.0022,2015,Partial,1837,VU,107707,VU
1530,Sporophila nigrorufa,10042,5558,4484,0.5535,0,0.4462,0,0,2000,Partial,1837,VU,107707,VU
1531,Stenocercus albolineatus*,71180,57771,13409,0.8116,0.0013,0.0644,1.00E-04,0.0956,2020,Restricted,2015,-,138504,-
1532,Stenocercus albolineatus*,71179,58755,12424,0.8255,1.00E-04,0.0578,0,0.082,2010,Restricted,2015,-,138504,-
