species,rangesize,NAME,DESIG,DESIG_ENG,IUCN_CAT,STATUS_YR,GOV_TYPE,SUB_LOC,area
Cerradomys marinhus,"291448",Refugio De Vida Silvestre Veredas Do Oeste Baiano,Refugio de Vida Silvestre,Wildlife Refuge,III,"2002",Federal or national ministry or agency,BR-BA,1280.497
Cerradomys scotti,"2281453",Noel Kempff Mercado,Parque Nacional,National Park,II,"1979",Federal or national ministry or agency,"BO-B;BO-S",16172.036
Cerradomys scotti,"2281453",Parque Nacional Do Araguaia,Parque,Park,II,"1959",Federal or national ministry or agency,BR-TO,5555.031
Cerradomys scotti,"2281453",Parque Nacional Da Chapada Dos Veadeiros,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,2405.849
Cerradomys scotti,"2281453",Parque Nacional Das Emas,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,1327.851
Cerradomys scotti,"2281453",Parque Nacional Da Serra Da Canastra,Parque,Park,II,"1972",Federal or national ministry or agency,BR-MG,1979.707
Cerradomys scotti,"2281453",Parque Nacional Grande Sertão Veredas,Parque,Park,II,"1989",Federal or national ministry or agency,BR-MG,2308.540
Cerradomys scotti,"2281453",Parque Estadual Serra Santa Bárbara,Parque,Park,II,"1997",Sub-national ministry or agency,BR-MT,1204.319
Cerradomys scotti,"2281453",Parque Estadual Serra Ricardo Franco,Parque,Park,II,"1997",Sub-national ministry or agency,BR-MT,1578.306
Cerradomys scotti,"2281453",Parque Nacional Das Sempre Vivas,Parque,Park,II,"2002",Federal or national ministry or agency,BR-MG,1241.555
Cerradomys scotti,"2281453",Refugio De Vida Silvestre Veredas Do Oeste Baiano,Refugio de Vida Silvestre,Wildlife Refuge,III,"2002",Federal or national ministry or agency,BR-BA,1280.497
Cerradomys scotti,"2281453",Estacao Ecologica Serra Geral Do Tocantins,Estação Ecológica,Ecological Station,Ia,"2001",Federal or national ministry or agency,"BR-BA, TO",7070.870
Cerradomys scotti,"2281453",Parque Nacional Das Nascentes Do Rio Parnaiba,Parque,Park,II,"2002",Federal or national ministry or agency,"BR-BA, TO, MA, PI",7497.698
Cerradomys scotti,"2281453",Parque Estadual Do Jalapão,Parque,Park,II,"2001",Sub-national ministry or agency,BR-TO,1589.719
Cerradomys scotti,"2281453",Parque Estadual Do Araguaiaa,Parque,Park,II,"2001",Sub-national ministry or agency,BR-MT,2299.207
Callithrix penicillata,"1301874",Parque Nacional Da Chapada Dos Veadeiros,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,2405.849
Callithrix penicillata,"1301874",Parque Nacional Das Emas,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,1327.851
Callithrix penicillata,"1301874",Parque Nacional Da Serra Da Canastra,Parque,Park,II,"1972",Federal or national ministry or agency,BR-MG,1979.707
Callithrix penicillata,"1301874",Parque Nacional Grande Sertão Veredas,Parque,Park,II,"1989",Federal or national ministry or agency,BR-MG,2308.540
Callithrix penicillata,"1301874",Parque Nacional Das Sempre Vivas,Parque,Park,II,"2002",Federal or national ministry or agency,BR-MG,1241.555
Callithrix penicillata,"1301874",Refugio De Vida Silvestre Veredas Do Oeste Baiano,Refugio de Vida Silvestre,Wildlife Refuge,III,"2002",Federal or national ministry or agency,BR-BA,1280.497
Callithrix penicillata,"1301874",Estacao Ecologica Serra Geral Do Tocantins,Estação Ecológica,Ecological Station,Ia,"2001",Federal or national ministry or agency,"BR-BA, TO",7070.870
Calomys tocantinsi,"155446",Parque Nacional Do Araguaia,Parque,Park,II,"1959",Federal or national ministry or agency,BR-TO,5555.031
Calomys tocantinsi,"155446",Parque Estadual Do Cantão,Parque,Park,II,"1998",Sub-national ministry or agency,BR-TO,1004.135
Calomys tocantinsi,"155446",Parque Estadual Do Araguaiaa,Parque,Park,II,"2001",Sub-national ministry or agency,BR-MT,2299.207
Carterodon sulcidens,"1099681",Parque Nacional Da Chapada Dos Veadeiros,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,2405.849
Carterodon sulcidens,"1099681",Parque Nacional Das Emas,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,1327.851
Carterodon sulcidens,"1099681",Parque Nacional Da Serra Da Canastra,Parque,Park,II,"1972",Federal or national ministry or agency,BR-MG,1979.707
Carterodon sulcidens,"1099681",Parque Nacional Grande Sertão Veredas,Parque,Park,II,"1989",Federal or national ministry or agency,BR-MG,2308.540
Clibanornis rectirostris,"1678654",Parque Nacional Da Chapada Dos Veadeiros,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,2405.849
Clibanornis rectirostris,"1678654",Parque Nacional Das Emas,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,1327.851
Clibanornis rectirostris,"1678654",Parque Nacional Da Serra Da Canastra,Parque,Park,II,"1972",Federal or national ministry or agency,BR-MG,1979.707
Clibanornis rectirostris,"1678654",Parque Nacional Grande Sertão Veredas,Parque,Park,II,"1989",Federal or national ministry or agency,BR-MG,2308.540
Clibanornis rectirostris,"1678654",Parque Nacional Das Sempre Vivas,Parque,Park,II,"2002",Federal or national ministry or agency,BR-MG,1241.555
Clibanornis rectirostris,"1678654",Refugio De Vida Silvestre Veredas Do Oeste Baiano,Refugio de Vida Silvestre,Wildlife Refuge,III,"2002",Federal or national ministry or agency,BR-BA,1280.497
Clyomys laticeps,"1373496",Parque Nacional Da Chapada Dos Veadeiros,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,2405.849
Clyomys laticeps,"1373496",Parque Nacional Das Emas,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,1327.851
Clyomys laticeps,"1373496",Parque Nacional Da Serra Da Canastra,Parque,Park,II,"1972",Federal or national ministry or agency,BR-MG,1979.707
Clyomys laticeps,"1373496",Parque Nacional Grande Sertão Veredas,Parque,Park,II,"1989",Federal or national ministry or agency,BR-MG,2308.540
Clyomys laticeps,"1373496",Refugio De Vida Silvestre Veredas Do Oeste Baiano,Refugio de Vida Silvestre,Wildlife Refuge,III,"2002",Federal or national ministry or agency,BR-BA,1280.497
Coleodactylus brachystoma,"477642",Parque Nacional Da Chapada Dos Veadeiros,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,2405.849
Coleodactylus brachystoma,"477642",Parque Nacional Das Emas,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,1327.851
Coleodactylus brachystoma,"477642",Estação Ecológica De Uruçuí-Una,Estação Ecológica,Ecological Station,Ia,"1981",Federal or national ministry or agency,BR-PI,1351.249
Coleodactylus brachystoma,"477642",Estacao Ecologica Serra Geral Do Tocantins,Estação Ecológica,Ecological Station,Ia,"2001",Federal or national ministry or agency,"BR-BA, TO",7070.870
Coleodactylus brachystoma,"477642",Parque Nacional Das Nascentes Do Rio Parnaiba,Parque,Park,II,"2002",Federal or national ministry or agency,"BR-BA, TO, MA, PI",7497.698
Coleodactylus brachystoma,"477642",Parque Estadual Do Jalapão,Parque,Park,II,"2001",Sub-national ministry or agency,BR-TO,1589.719
Colobosaura modesta,"3352590",Parque Nacional Do Araguaia,Parque,Park,II,"1959",Federal or national ministry or agency,BR-TO,5555.031
Colobosaura modesta,"3352590",Parque Nacional Da Chapada Dos Veadeiros,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,2405.849
Colobosaura modesta,"3352590",Parque Nacional Das Emas,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,1327.851
Colobosaura modesta,"3352590",Parque Nacional Da Serra Da Canastra,Parque,Park,II,"1972",Federal or national ministry or agency,BR-MG,1979.707
Colobosaura modesta,"3352590",Estação Ecológica De Uruçuí-Una,Estação Ecológica,Ecological Station,Ia,"1981",Federal or national ministry or agency,BR-PI,1351.249
Colobosaura modesta,"3352590",Parque Nacional Grande Sertão Veredas,Parque,Park,II,"1989",Federal or national ministry or agency,BR-MG,2308.540
Colobosaura modesta,"3352590",Parque Nacional Serra Das Confusões,Parque,Park,II,"1998",Federal or national ministry or agency,BR-PI,8238.452
Colobosaura modesta,"3352590",Parque Nacional Das Sempre Vivas,Parque,Park,II,"2002",Federal or national ministry or agency,BR-MG,1241.555
Colobosaura modesta,"3352590",Refugio De Vida Silvestre Veredas Do Oeste Baiano,Refugio de Vida Silvestre,Wildlife Refuge,III,"2002",Federal or national ministry or agency,BR-BA,1280.497
Colobosaura modesta,"3352590",Estacao Ecologica Serra Geral Do Tocantins,Estação Ecológica,Ecological Station,Ia,"2001",Federal or national ministry or agency,"BR-BA, TO",7070.870
Colobosaura modesta,"3352590",Parque Nacional Das Nascentes Do Rio Parnaiba,Parque,Park,II,"2002",Federal or national ministry or agency,"BR-BA, TO, MA, PI",7497.698
Colobosaura modesta,"3352590",Parque Nacional Da Chapada Das Mesas,Parque,Park,II,"2005",Federal or national ministry or agency,BR-MA,1599.530
Colobosaura modesta,"3352590",Parque Estadual Do Cantão,Parque,Park,II,"1998",Sub-national ministry or agency,BR-TO,1004.135
Colobosaura modesta,"3352590",Parque Estadual Do Jalapão,Parque,Park,II,"2001",Sub-national ministry or agency,BR-TO,1589.719
Colobosaura modesta,"3352590",Parque Estadual Do Araguaiaa,Parque,Park,II,"2001",Sub-national ministry or agency,BR-MT,2299.207
Charitospiza eucosma,"3270074",Noel Kempff Mercado,Parque Nacional,National Park,II,"1979",Federal or national ministry or agency,"BO-B;BO-S",16172.036
Charitospiza eucosma,"3270074",Parque Nacional Do Araguaia,Parque,Park,II,"1959",Federal or national ministry or agency,BR-TO,5555.031
Charitospiza eucosma,"3270074",Parque Nacional Da Chapada Dos Veadeiros,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,2405.849
Charitospiza eucosma,"3270074",Parque Nacional Das Emas,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,1327.851
Charitospiza eucosma,"3270074",Parque Nacional Da Serra Da Canastra,Parque,Park,II,"1972",Federal or national ministry or agency,BR-MG,1979.707
Charitospiza eucosma,"3270074",Estação Ecológica De Uruçuí-Una,Estação Ecológica,Ecological Station,Ia,"1981",Federal or national ministry or agency,BR-PI,1351.249
Charitospiza eucosma,"3270074",Parque Nacional Grande Sertão Veredas,Parque,Park,II,"1989",Federal or national ministry or agency,BR-MG,2308.540
Charitospiza eucosma,"3270074",Parque Estadual Serra Santa Bárbara,Parque,Park,II,"1997",Sub-national ministry or agency,BR-MT,1204.319
Charitospiza eucosma,"3270074",Parque Estadual Serra Ricardo Franco,Parque,Park,II,"1997",Sub-national ministry or agency,BR-MT,1578.306
Charitospiza eucosma,"3270074",Parque Nacional Serra Das Confusões,Parque,Park,II,"1998",Federal or national ministry or agency,BR-PI,8238.452
Charitospiza eucosma,"3270074",Parque Nacional Das Sempre Vivas,Parque,Park,II,"2002",Federal or national ministry or agency,BR-MG,1241.555
Charitospiza eucosma,"3270074",Refugio De Vida Silvestre Veredas Do Oeste Baiano,Refugio de Vida Silvestre,Wildlife Refuge,III,"2002",Federal or national ministry or agency,BR-BA,1280.497
Charitospiza eucosma,"3270074",Estacao Ecologica Serra Geral Do Tocantins,Estação Ecológica,Ecological Station,Ia,"2001",Federal or national ministry or agency,"BR-BA, TO",7070.870
Charitospiza eucosma,"3270074",Parque Nacional Das Nascentes Do Rio Parnaiba,Parque,Park,II,"2002",Federal or national ministry or agency,"BR-BA, TO, MA, PI",7497.698
Charitospiza eucosma,"3270074",Parque Nacional Da Chapada Das Mesas,Parque,Park,II,"2005",Federal or national ministry or agency,BR-MA,1599.530
Charitospiza eucosma,"3270074",Parque Estadual Do Cantão,Parque,Park,II,"1998",Sub-national ministry or agency,BR-TO,1004.135
Charitospiza eucosma,"3270074",Parque Estadual Do Jalapão,Parque,Park,II,"2001",Sub-national ministry or agency,BR-TO,1589.719
Charitospiza eucosma,"3270074",Parque Estadual Do Araguaiaa,Parque,Park,II,"2001",Sub-national ministry or agency,BR-MT,2299.207
Chiasmocleis albopunctata,"2062226",Parque Nacional Do Araguaia,Parque,Park,II,"1959",Federal or national ministry or agency,BR-TO,5555.031
Chiasmocleis albopunctata,"2062226",Parque Nacional Da Chapada Dos Veadeiros,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,2405.849
Chiasmocleis albopunctata,"2062226",Parque Nacional Das Emas,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,1327.851
Chiasmocleis albopunctata,"2062226",Parque Nacional Da Serra Da Canastra,Parque,Park,II,"1972",Federal or national ministry or agency,BR-MG,1979.707
Chiasmocleis albopunctata,"2062226",Parque Nacional Grande Sertão Veredas,Parque,Park,II,"1989",Federal or national ministry or agency,BR-MG,2308.540
Chiasmocleis albopunctata,"2062226",Parque Nacional Das Sempre Vivas,Parque,Park,II,"2002",Federal or national ministry or agency,BR-MG,1241.555
Chiasmocleis albopunctata,"2062226",Refugio De Vida Silvestre Veredas Do Oeste Baiano,Refugio de Vida Silvestre,Wildlife Refuge,III,"2002",Federal or national ministry or agency,BR-BA,1280.497
Chiasmocleis albopunctata,"2062226",Estacao Ecologica Serra Geral Do Tocantins,Estação Ecológica,Ecological Station,Ia,"2001",Federal or national ministry or agency,"BR-BA, TO",7070.870
Chiasmocleis albopunctata,"2062226",Parque Nacional Das Nascentes Do Rio Parnaiba,Parque,Park,II,"2002",Federal or national ministry or agency,"BR-BA, TO, MA, PI",7497.698
Chiasmocleis albopunctata,"2062226",Parque Nacional Da Chapada Das Mesas,Parque,Park,II,"2005",Federal or national ministry or agency,BR-MA,1599.530
Chiasmocleis albopunctata,"2062226",Parque Estadual Do Cantão,Parque,Park,II,"1998",Sub-national ministry or agency,BR-TO,1004.135
Chiasmocleis albopunctata,"2062226",Parque Estadual Do Jalapão,Parque,Park,II,"2001",Sub-national ministry or agency,BR-TO,1589.719
Chiasmocleis albopunctata,"2062226",Parque Estadual Do Araguaiaa,Parque,Park,II,"2001",Sub-national ministry or agency,BR-MT,2299.207
Chironius brazili*,"1108760",Parque Nacional Da Chapada Dos Veadeiros,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,2405.849
Chironius brazili*,"1108760",Parque Nacional Da Serra Da Canastra,Parque,Park,II,"1972",Federal or national ministry or agency,BR-MG,1979.707
Chironius brazili*,"1108760",Parque Nacional Grande Sertão Veredas,Parque,Park,II,"1989",Federal or national ministry or agency,BR-MG,2308.540
Chironius brazili*,"1108760",Parque Nacional Das Sempre Vivas,Parque,Park,II,"2002",Federal or national ministry or agency,BR-MG,1241.555
Ctenomys nattereri,"195476",Noel Kempff Mercado,Parque Nacional,National Park,II,"1979",Federal or national ministry or agency,"BO-B;BO-S",16172.036
Ctenomys nattereri,"195476",Parque Estadual Serra Santa Bárbara,Parque,Park,II,"1997",Sub-national ministry or agency,BR-MT,1204.319
Ctenomys nattereri,"195476",Parque Estadual Serra Ricardo Franco,Parque,Park,II,"1997",Sub-national ministry or agency,BR-MT,1578.306
Cyanocorax cristatellus,"4033939",Noel Kempff Mercado,Parque Nacional,National Park,II,"1979",Federal or national ministry or agency,"BO-B;BO-S",16172.036
Cyanocorax cristatellus,"4033939",Parque Nacional Do Araguaia,Parque,Park,II,"1959",Federal or national ministry or agency,BR-TO,5555.031
Cyanocorax cristatellus,"4033939",Parque Nacional Da Chapada Dos Veadeiros,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,2405.849
Cyanocorax cristatellus,"4033939",Parque Nacional Das Emas,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,1327.851
Cyanocorax cristatellus,"4033939",Parque Nacional Da Serra Da Canastra,Parque,Park,II,"1972",Federal or national ministry or agency,BR-MG,1979.707
Cyanocorax cristatellus,"4033939",Estação Ecológica De Uruçuí-Una,Estação Ecológica,Ecological Station,Ia,"1981",Federal or national ministry or agency,BR-PI,1351.249
Cyanocorax cristatellus,"4033939",Parque Nacional Grande Sertão Veredas,Parque,Park,II,"1989",Federal or national ministry or agency,BR-MG,2308.540
Cyanocorax cristatellus,"4033939",Parque Estadual Serra Santa Bárbara,Parque,Park,II,"1997",Sub-national ministry or agency,BR-MT,1204.319
Cyanocorax cristatellus,"4033939",Parque Estadual Serra Ricardo Franco,Parque,Park,II,"1997",Sub-national ministry or agency,BR-MT,1578.306
Cyanocorax cristatellus,"4033939",Parque Nacional Serra Das Confusões,Parque,Park,II,"1998",Federal or national ministry or agency,BR-PI,8238.452
Cyanocorax cristatellus,"4033939",Parque Nacional Das Sempre Vivas,Parque,Park,II,"2002",Federal or national ministry or agency,BR-MG,1241.555
Cyanocorax cristatellus,"4033939",Refugio De Vida Silvestre Veredas Do Oeste Baiano,Refugio de Vida Silvestre,Wildlife Refuge,III,"2002",Federal or national ministry or agency,BR-BA,1280.497
Cyanocorax cristatellus,"4033939",Estacao Ecologica Serra Geral Do Tocantins,Estação Ecológica,Ecological Station,Ia,"2001",Federal or national ministry or agency,"BR-BA, TO",7070.870
Cyanocorax cristatellus,"4033939",Parque Nacional Das Nascentes Do Rio Parnaiba,Parque,Park,II,"2002",Federal or national ministry or agency,"BR-BA, TO, MA, PI",7497.698
Cyanocorax cristatellus,"4033939",Parque Nacional Da Chapada Das Mesas,Parque,Park,II,"2005",Federal or national ministry or agency,BR-MA,1599.530
Cyanocorax cristatellus,"4033939",Parque Estadual Do Cantão,Parque,Park,II,"1998",Sub-national ministry or agency,BR-TO,1004.135
Cyanocorax cristatellus,"4033939",Parque Estadual Do Jalapão,Parque,Park,II,"2001",Sub-national ministry or agency,BR-TO,1589.719
Cyanocorax cristatellus,"4033939",Parque Estadual Do Araguaiaa,Parque,Park,II,"2001",Sub-national ministry or agency,BR-MT,2299.207
Dendropsophus anataliasiasi,"400550",Parque Nacional Do Araguaia,Parque,Park,II,"1959",Federal or national ministry or agency,BR-TO,5555.031
Dendropsophus anataliasiasi,"400550",Parque Nacional Da Chapada Das Mesas,Parque,Park,II,"2005",Federal or national ministry or agency,BR-MA,1599.530
Dendropsophus anataliasiasi,"400550",Parque Estadual Do Cantão,Parque,Park,II,"1998",Sub-national ministry or agency,BR-TO,1004.135
Dendropsophus anataliasiasi,"400550",Parque Estadual Do Araguaiaa,Parque,Park,II,"2001",Sub-national ministry or agency,BR-MT,2299.207
Conothraupis mesoleuca,"144734",Parque Nacional Das Emas,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,1327.851
Coryphaspiza melanotis,"3576856",Parque Nacional Do Araguaia,Parque,Park,II,"1959",Federal or national ministry or agency,BR-TO,5555.031
Coryphaspiza melanotis,"3576856",Parque Nacional Da Chapada Dos Veadeiros,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,2405.849
Coryphaspiza melanotis,"3576856",Parque Nacional Das Emas,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,1327.851
Coryphaspiza melanotis,"3576856",Parque Nacional Da Serra Da Canastra,Parque,Park,II,"1972",Federal or national ministry or agency,BR-MG,1979.707
Coryphaspiza melanotis,"3576856",Estação Ecológica De Uruçuí-Una,Estação Ecológica,Ecological Station,Ia,"1981",Federal or national ministry or agency,BR-PI,1351.249
Coryphaspiza melanotis,"3576856",Parque Nacional Grande Sertão Veredas,Parque,Park,II,"1989",Federal or national ministry or agency,BR-MG,2308.540
Coryphaspiza melanotis,"3576856",Parque Nacional Serra Das Confusões,Parque,Park,II,"1998",Federal or national ministry or agency,BR-PI,8238.452
Coryphaspiza melanotis,"3576856",Parque Nacional Das Sempre Vivas,Parque,Park,II,"2002",Federal or national ministry or agency,BR-MG,1241.555
Coryphaspiza melanotis,"3576856",Refugio De Vida Silvestre Veredas Do Oeste Baiano,Refugio de Vida Silvestre,Wildlife Refuge,III,"2002",Federal or national ministry or agency,BR-BA,1280.497
Coryphaspiza melanotis,"3576856",Estacao Ecologica Serra Geral Do Tocantins,Estação Ecológica,Ecological Station,Ia,"2001",Federal or national ministry or agency,"BR-BA, TO",7070.870
Coryphaspiza melanotis,"3576856",Parque Nacional Das Nascentes Do Rio Parnaiba,Parque,Park,II,"2002",Federal or national ministry or agency,"BR-BA, TO, MA, PI",7497.698
Coryphaspiza melanotis,"3576856",Parque Nacional Da Chapada Das Mesas,Parque,Park,II,"2005",Federal or national ministry or agency,BR-MA,1599.530
Coryphaspiza melanotis,"3576856",Parque Estadual Do Cantão,Parque,Park,II,"1998",Sub-national ministry or agency,BR-TO,1004.135
Coryphaspiza melanotis,"3576856",Parque Estadual Do Jalapão,Parque,Park,II,"2001",Sub-national ministry or agency,BR-TO,1589.719
Coryphaspiza melanotis,"3576856",Parque Estadual Do Araguaiaa,Parque,Park,II,"2001",Sub-national ministry or agency,BR-MT,2299.207
Crossodactylus trachystomus,"33530",Parque Nacional Das Sempre Vivas,Parque,Park,II,"2002",Federal or national ministry or agency,BR-MG,1241.555
Drymoluber brazili,"3738607",Parque Nacional Do Araguaia,Parque,Park,II,"1959",Federal or national ministry or agency,BR-TO,5555.031
Drymoluber brazili,"3738607",Parque Nacional Da Chapada Dos Veadeiros,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,2405.849
Drymoluber brazili,"3738607",Parque Nacional Das Emas,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,1327.851
Drymoluber brazili,"3738607",Parque Nacional Da Serra Da Canastra,Parque,Park,II,"1972",Federal or national ministry or agency,BR-MG,1979.707
Drymoluber brazili,"3738607",Estação Ecológica De Uruçuí-Una,Estação Ecológica,Ecological Station,Ia,"1981",Federal or national ministry or agency,BR-PI,1351.249
Drymoluber brazili,"3738607",Parque Nacional Grande Sertão Veredas,Parque,Park,II,"1989",Federal or national ministry or agency,BR-MG,2308.540
Drymoluber brazili,"3738607",Parque Nacional Serra Das Confusões,Parque,Park,II,"1998",Federal or national ministry or agency,BR-PI,8238.452
Drymoluber brazili,"3738607",Parque Nacional Das Sempre Vivas,Parque,Park,II,"2002",Federal or national ministry or agency,BR-MG,1241.555
Drymoluber brazili,"3738607",Refugio De Vida Silvestre Veredas Do Oeste Baiano,Refugio de Vida Silvestre,Wildlife Refuge,III,"2002",Federal or national ministry or agency,BR-BA,1280.497
Drymoluber brazili,"3738607",Estacao Ecologica Serra Geral Do Tocantins,Estação Ecológica,Ecological Station,Ia,"2001",Federal or national ministry or agency,"BR-BA, TO",7070.870
Drymoluber brazili,"3738607",Parque Nacional Das Nascentes Do Rio Parnaiba,Parque,Park,II,"2002",Federal or national ministry or agency,"BR-BA, TO, MA, PI",7497.698
Drymoluber brazili,"3738607",Parque Nacional Da Chapada Das Mesas,Parque,Park,II,"2005",Federal or national ministry or agency,BR-MA,1599.530
Drymoluber brazili,"3738607",Parque Estadual Do Cantão,Parque,Park,II,"1998",Sub-national ministry or agency,BR-TO,1004.135
Drymoluber brazili,"3738607",Parque Estadual Do Jalapão,Parque,Park,II,"2001",Sub-national ministry or agency,BR-TO,1589.719
Drymoluber brazili,"3738607",Parque Estadual Do Araguaiaa,Parque,Park,II,"2001",Sub-national ministry or agency,BR-MT,2299.207
Embernagra longicauda,"218284",Parque Nacional Das Sempre Vivas,Parque,Park,II,"2002",Federal or national ministry or agency,BR-MG,1241.555
Dendropsophus cruzi,"944655",Parque Nacional Do Araguaia,Parque,Park,II,"1959",Federal or national ministry or agency,BR-TO,5555.031
Dendropsophus cruzi,"944655",Parque Nacional Da Chapada Dos Veadeiros,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,2405.849
Dendropsophus cruzi,"944655",Parque Nacional Das Emas,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,1327.851
Dendropsophus cruzi,"944655",Estacao Ecologica Serra Geral Do Tocantins,Estação Ecológica,Ecological Station,Ia,"2001",Federal or national ministry or agency,"BR-BA, TO",7070.870
Dendropsophus cruzi,"944655",Parque Nacional Das Nascentes Do Rio Parnaiba,Parque,Park,II,"2002",Federal or national ministry or agency,"BR-BA, TO, MA, PI",7497.698
Dendropsophus cruzi,"944655",Parque Nacional Da Chapada Das Mesas,Parque,Park,II,"2005",Federal or national ministry or agency,BR-MA,1599.530
Dendropsophus cruzi,"944655",Parque Estadual Do Cantão,Parque,Park,II,"1998",Sub-national ministry or agency,BR-TO,1004.135
Dendropsophus cruzi,"944655",Parque Estadual Do Jalapão,Parque,Park,II,"2001",Sub-national ministry or agency,BR-TO,1589.719
Dendropsophus cruzi,"944655",Parque Estadual Do Araguaiaa,Parque,Park,II,"2001",Sub-national ministry or agency,BR-MT,2299.207
Dendropsophus elianeae,"980367",Parque Nacional Da Chapada Dos Veadeiros,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,2405.849
Dendropsophus elianeae,"980367",Parque Nacional Das Emas,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,1327.851
Dendropsophus elianeae,"980367",Parque Nacional Da Serra Da Canastra,Parque,Park,II,"1972",Federal or national ministry or agency,BR-MG,1979.707
Dendropsophus jimi,"828098",Parque Nacional Das Emas,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,1327.851
Dendropsophus jimi,"828098",Parque Nacional Da Serra Da Canastra,Parque,Park,II,"1972",Federal or national ministry or agency,BR-MG,1979.707
Dendropsophus rubicundulus,"1479361",Parque Nacional Do Araguaia,Parque,Park,II,"1959",Federal or national ministry or agency,BR-TO,5555.031
Dendropsophus rubicundulus,"1479361",Parque Nacional Da Chapada Dos Veadeiros,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,2405.849
Dendropsophus rubicundulus,"1479361",Parque Nacional Das Emas,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,1327.851
Dendropsophus rubicundulus,"1479361",Parque Nacional Da Serra Da Canastra,Parque,Park,II,"1972",Federal or national ministry or agency,BR-MG,1979.707
Dendropsophus rubicundulus,"1479361",Estação Ecológica De Uruçuí-Una,Estação Ecológica,Ecological Station,Ia,"1981",Federal or national ministry or agency,BR-PI,1351.249
Dendropsophus rubicundulus,"1479361",Parque Nacional Grande Sertão Veredas,Parque,Park,II,"1989",Federal or national ministry or agency,BR-MG,2308.540
Dendropsophus rubicundulus,"1479361",Parque Nacional Serra Das Confusões,Parque,Park,II,"1998",Federal or national ministry or agency,BR-PI,8238.452
Dendropsophus rubicundulus,"1479361",Parque Nacional Das Sempre Vivas,Parque,Park,II,"2002",Federal or national ministry or agency,BR-MG,1241.555
Dendropsophus rubicundulus,"1479361",Refugio De Vida Silvestre Veredas Do Oeste Baiano,Refugio de Vida Silvestre,Wildlife Refuge,III,"2002",Federal or national ministry or agency,BR-BA,1280.497
Dendropsophus rubicundulus,"1479361",Estacao Ecologica Serra Geral Do Tocantins,Estação Ecológica,Ecological Station,Ia,"2001",Federal or national ministry or agency,"BR-BA, TO",7070.870
Dendropsophus rubicundulus,"1479361",Parque Nacional Das Nascentes Do Rio Parnaiba,Parque,Park,II,"2002",Federal or national ministry or agency,"BR-BA, TO, MA, PI",7497.698
Dendropsophus rubicundulus,"1479361",Parque Nacional Da Chapada Das Mesas,Parque,Park,II,"2005",Federal or national ministry or agency,BR-MA,1599.530
Dendropsophus rubicundulus,"1479361",Parque Estadual Do Jalapão,Parque,Park,II,"2001",Sub-national ministry or agency,BR-TO,1589.719
Dendropsophus rubicundulus,"1479361",Parque Estadual Do Araguaiaa,Parque,Park,II,"2001",Sub-national ministry or agency,BR-MT,2299.207
Euryoryzomys lamia,"45977",Parque Nacional Da Chapada Dos Veadeiros,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,2405.849
Euscarthmus rufomarginatus,"3904841",Noel Kempff Mercado,Parque Nacional,National Park,II,"1979",Federal or national ministry or agency,"BO-B;BO-S",16172.036
Euscarthmus rufomarginatus,"3904841",Parque Nacional Do Araguaia,Parque,Park,II,"1959",Federal or national ministry or agency,BR-TO,5555.031
Euscarthmus rufomarginatus,"3904841",Parque Nacional Da Chapada Dos Veadeiros,Parque,Park,II,"1961",Federal or national ministry or agency,BR-GO,2405.849
